MODELYEAR,MAKE,MODEL,VEHICLECLASS,FUELTYPE,CYLINDERS,ENGINESIZE,FUELCONSUMPTION_HWY,FUELCONSUMPTION_CITY,FUELCONSUMPTION_COMB,CO2EMISSIONS
2014,NISSAN,370Z,TWO-SEATER,Z,6,3.7,9.3,13.3,11.5,264
2014,NISSAN,370Z ROADSTER,TWO-SEATER,Z,6,3.7,9.5,13,11.4,262
2014,NISSAN,370Z ROADSTER,TWO-SEATER,Z,6,3.7,9.6,13.5,11.7,269
2014,NISSAN,ALTIMA,MID-SIZE,X,4,2.5,6.2,8.7,7.6,175
2014,NISSAN,ALTIMA,MID-SIZE,X,6,3.5,7.4,10.8,9.3,214
2014,NISSAN,ARMADA 4WD,SUV - STANDARD,X,8,5.6,13.4,19.1,16.5,380
2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,X,4,2.5,10.6,13.7,12.3,283
2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,X,4,2.5,10.2,12.2,11.3,260
2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,X,6,4,10.2,14.7,12.7,292
2014,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,X,6,4,11.2,15.7,13.7,315
2014,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,X,6,4,11,14.8,13.1,301
2014,NISSAN,GT-R,SUBCOMPACT,Z,6,3.8,10.9,14.5,12.9,297
2014,NISSAN,JUKE,STATION WAGON - SMALL,Z,4,1.6,7.3,8.7,8.1,186
2014,NISSAN,JUKE,STATION WAGON - SMALL,Z,4,1.6,7.6,9.5,8.6,198
2014,NISSAN,JUKE AWD,STATION WAGON - SMALL,Z,4,1.6,7.9,9.3,8.7,200
2014,NISSAN,MAXIMA,MID-SIZE,Z,6,3.5,9.1,12.3,10.9,251
2014,NISSAN,MURANO AWD,SUV - SMALL,X,6,3.5,10.1,13.2,11.8,271
2014,NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,X,4,2,8.5,10,9.3,214
2014,NISSAN,PATHFINDER,SUV - SMALL,X,6,3.5,8.9,12,10.6,244
2014,NISSAN,PATHFINDER 4WD,SUV - SMALL,X,6,3.5,9.3,12.3,11,253
2014,NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,X,4,2.5,8.5,9.1,8.8,202
2014,NISSAN,QUEST,MINIVAN,X,6,3.5,9.5,12.5,11.1,255
2014,NISSAN,ROGUE,SUV - SMALL,X,4,2.5,7.2,9.2,8.3,191
2014,NISSAN,ROGUE AWD,SUV - SMALL,X,4,2.5,7.4,9.5,8.6,198
2014,NISSAN,SENTRA,MID-SIZE,X,4,1.8,6,7.8,7,161
2014,NISSAN,SENTRA,MID-SIZE,X,4,1.8,6.6,8.7,7.8,179
2014,NISSAN,TITAN,PICKUP TRUCK - STANDARD,X,8,5.6,12.8,17.9,15.6,359
2014,NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,X,8,5.6,14.3,19.7,17.3,398
2014,NISSAN,VERSA,COMPACT,X,4,1.6,5.8,7.2,6.6,152
2014,NISSAN,VERSA,COMPACT,X,4,1.6,6.5,8.6,7.7,177
2014,NISSAN,XTERRA 4WD,SUV - SMALL,X,6,4,11.9,16.1,14.2,327
2014,NISSAN,XTERRA 4WD,SUV - SMALL,X,6,4,11.9,15.2,13.7,315
2014,PORSCHE,911 CARRERA,MINICOMPACT,Z,6,3.4,8.3,11.6,10.1,232
2014,PORSCHE,911 CARRERA,MINICOMPACT,Z,6,3.4,8.6,12.5,10.7,246
2014,PORSCHE,911 CARRERA 4,MINICOMPACT,Z,6,3.4,8.5,11.8,10.3,237
2014,PORSCHE,911 CARRERA 4,MINICOMPACT,Z,6,3.4,8.6,12.4,10.7,246
2014,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,Z,6,3.4,8.7,12,10.5,242
2014,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,Z,6,3.4,9,12.6,11,253
2014,PORSCHE,911 CARRERA 4S,MINICOMPACT,Z,6,3.8,8.9,12.3,10.8,248
2014,PORSCHE,911 CARRERA 4S,MINICOMPACT,Z,6,3.8,8.9,12.8,11,253
2014,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,Z,6,3.8,9,12.7,11,253
2014,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,Z,6,3.8,9.1,12.9,11.2,258
2014,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,Z,6,3.4,8.3,11.6,10.1,232
2014,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,Z,6,3.4,8.6,12.4,10.7,246
2014,PORSCHE,911 CARRERA S,MINICOMPACT,Z,6,3.8,8.7,12.1,10.6,244
2014,PORSCHE,911 CARRERA S,MINICOMPACT,Z,6,3.8,8.6,12.6,10.8,248
2014,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,Z,6,3.8,8.7,12.4,10.7,246
2014,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,Z,6,3.8,8.8,12.6,10.9,251
2014,PORSCHE,911 GT3,TWO-SEATER,Z,6,3.8,11.5,16,14,322
2014,PORSCHE,911 TURBO,MINICOMPACT,Z,6,3.8,9.6,13.7,11.9,274
2014,PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,Z,6,3.8,9.6,13.7,11.9,274
2014,PORSCHE,911 TURBO S,MINICOMPACT,Z,6,3.8,9.6,13.7,11.9,274
2014,PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,Z,6,3.8,9.6,13.7,11.9,274
2014,PORSCHE,BOXSTER,TWO-SEATER,Z,6,2.7,7.4,10.7,9.2,212
2014,PORSCHE,BOXSTER,TWO-SEATER,Z,6,2.7,7.9,11.5,9.9,228
2014,PORSCHE,BOXSTER S,TWO-SEATER,Z,6,3.4,7.9,11.3,9.8,225
2014,PORSCHE,BOXSTER S,TWO-SEATER,Z,6,3.4,8.6,11.9,10.4,239
2014,PORSCHE,CAYENNE,SUV - STANDARD,Z,6,3.6,10.1,13.6,12,276
2014,PORSCHE,CAYENNE,SUV - STANDARD,Z,6,3.6,10.9,15.8,13.6,313
2014,PORSCHE,CAYENNE DIESEL,SUV - STANDARD,X,6,3,8.1,12.2,10.4,281
2014,PORSCHE,CAYENNE GTS,SUV - STANDARD,Z,8,4.8,11.4,15.9,13.9,320
2014,PORSCHE,CAYENNE S,SUV - STANDARD,Z,8,4.8,10.6,15,13,299
2014,PORSCHE,CAYENNE S HYBRID,SUV - STANDARD,Z,6,3,9.9,11.8,10.9,251
2014,PORSCHE,CAYENNE TURBO,SUV - STANDARD,Z,8,4.8,10.9,15.9,13.7,315
2014,PORSCHE,CAYMAN,TWO-SEATER,Z,6,2.7,7.4,10.7,9.2,212
2014,PORSCHE,CAYMAN,TWO-SEATER,Z,6,2.7,7.9,11.5,9.9,228
2014,PORSCHE,CAYMAN S,TWO-SEATER,Z,6,3.4,7.9,11.3,9.8,225
2014,PORSCHE,CAYMAN S,TWO-SEATER,Z,6,3.4,8.6,11.9,10.4,239
2014,PORSCHE,PANAMERA,FULL-SIZE,Z,6,3.6,8.4,12.9,10.9,251
2014,PORSCHE,PANAMERA 4,FULL-SIZE,Z,6,3.6,8.7,13.1,11.1,255
2014,PORSCHE,PANAMERA 4S,FULL-SIZE,Z,6,3,8.8,13.4,11.3,260
2014,PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,Z,6,3,8.9,13.7,11.5,264
2014,PORSCHE,PANAMERA GTS,FULL-SIZE,Z,8,4.8,9.7,15.1,12.7,292
2014,PORSCHE,PANAMERA S,FULL-SIZE,Z,6,3,8.8,13.4,11.3,260
2014,PORSCHE,PANAMERA TURBO,FULL-SIZE,Z,8,4.8,9.7,15.3,12.8,294
2014,PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,Z,8,4.8,9.8,15.4,12.9,297
2014,RAM,1500 (MDS),PICKUP TRUCK - STANDARD,X,8,5.7,12,17.1,14.8,340
2014,RAM,1500 (MDS),PICKUP TRUCK - STANDARD,X,8,5.7,10.9,15.8,13.6,313
2014,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,X,8,5.7,12.7,17.6,15.4,354
2014,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,X,8,5.7,11.5,16.3,14.1,324
2014,RAM,1500 4X4 DIESEL,PICKUP TRUCK - STANDARD,X,6,3,8.8,12.1,10.6,286
2014,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,X,6,3.6,10.1,14.6,12.6,290
2014,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,Z,6,3.6,14.5,20.5,17.8,285
2014,RAM,1500 DIESEL,PICKUP TRUCK - STANDARD,X,6,3,8.4,11.6,10.2,275
2014,RAM,1500 FFV,PICKUP TRUCK - STANDARD,X,6,3.6,9.5,13.9,11.9,274
2014,RAM,1500 FFV,PICKUP TRUCK - STANDARD,Z,6,3.6,13.6,19.4,16.8,269
2014,RAM,1500 HFE,PICKUP TRUCK - STANDARD,X,6,3.6,9.3,12.9,11.3,260
2014,RAM,CARGO VAN FFV,MINIVAN,X,6,3.6,9.1,13.3,11.4,262
2014,RAM,CARGO VAN FFV,MINIVAN,Z,6,3.6,12.7,18.6,15.9,254
2014,ROLLS-ROYCE,GHOST,FULL-SIZE,Z,12,6.6,12.3,19.1,16,368
2014,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,Z,12,6.6,12.3,19.1,16,368
2014,ROLLS-ROYCE,PHANTOM,FULL-SIZE,Z,12,6.7,12.8,20.7,17.1,393
2014,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,Z,12,6.7,12.8,20.7,17.1,393
2014,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,Z,12,6.7,12.7,20.7,17.1,393
2014,ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,Z,12,6.7,12.7,20.7,17.1,393
2014,ROLLS-ROYCE,WRAITH,MID-SIZE,Z,12,6.6,11.8,18.7,15.6,359
2014,SCION,FR-S,MINICOMPACT,Z,4,2,7,9.6,8.4,193
2014,SCION,FR-S,MINICOMPACT,Z,4,2,7.8,10.9,9.5,218
2014,SCION,iQ,MINICOMPACT,X,4,1.3,5.7,6.6,6.2,143
2014,SCION,tC,COMPACT,X,4,2.5,7.5,10.2,9,207
2014,SCION,tC,COMPACT,X,4,2.5,7.6,10.2,9,207
2014,SCION,xB,STATION WAGON - SMALL,X,4,2.4,8.6,10.9,9.9,228
2014,SCION,xB,STATION WAGON - SMALL,X,4,2.4,8.6,10.9,9.9,228
2014,SCION,xD,SUBCOMPACT,X,4,1.8,7.1,8.8,8,184
2014,SCION,xD,SUBCOMPACT,X,4,1.8,7.1,8.6,7.9,182
2014,SMART,FORTWO CABRIOLET,TWO-SEATER,Z,3,1,5.7,6.9,6.4,147
2014,SMART,FORTWO COUPE,TWO-SEATER,Z,3,1,5.7,6.9,6.4,147
2014,SRT,VIPER COUPE,TWO-SEATER,Z,10,8.4,13,20,16.9,389
2014,SRT,VIPER GTS COUPE,TWO-SEATER,Z,10,8.4,13,20,16.9,389
2014,SUBARU,BRZ,MINICOMPACT,Z,4,2,7.1,9.6,8.5,196
2014,SUBARU,BRZ,MINICOMPACT,Z,4,2,7.9,11,9.6,221
2014,SUBARU,FORESTER AWD,SUV - SMALL,Z,4,2,8.6,10.2,9.5,218
2014,SUBARU,FORESTER AWD,SUV - SMALL,X,4,2.5,7.4,9.6,8.6,198
2014,SUBARU,FORESTER AWD,SUV - SMALL,X,4,2.5,8.3,10.9,9.7,223
2014,SUBARU,IMPREZA AWD,COMPACT,X,4,2,6.6,8.7,7.8,179
2014,SUBARU,IMPREZA AWD,COMPACT,X,4,2,7.1,9.6,8.5,196
2014,SUBARU,IMPREZA AWD,COMPACT,Z,4,2.5,9.5,12.6,11.2,258
2014,SUBARU,IMPREZA AWD,COMPACT,Z,4,2.5,10.4,14.2,12.5,288
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,X,4,2,6.6,8.7,7.8,179
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,X,4,2,7.1,9.6,8.5,196
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,Z,4,2.5,9.5,12.6,11.2,258
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,Z,4,2.5,10.4,14.2,12.5,288
2014,SUBARU,LEGACY AWD,MID-SIZE,X,4,2.5,7.3,9.7,8.6,198
2014,SUBARU,LEGACY AWD,MID-SIZE,X,4,2.5,8.2,11.3,9.9,228
2014,SUBARU,LEGACY AWD,MID-SIZE,X,6,3.6,9.5,13.3,11.6,267
2014,SUBARU,OUTBACK AWD,SUV - SMALL,X,4,2.5,7.8,9.9,9,207
2014,SUBARU,OUTBACK AWD,SUV - SMALL,X,4,2.5,8.5,10.8,9.8,225
2014,SUBARU,OUTBACK AWD,SUV - SMALL,X,6,3.6,9.7,13.4,11.7,269
2014,SUBARU,TRIBECA AWD,SUV - SMALL,X,6,3.6,11.1,14.7,13.1,301
2014,SUBARU,XV CROSSTREK AWD,SUV - SMALL,X,4,2,7.2,9.5,8.5,196
2014,SUBARU,XV CROSSTREK AWD,SUV - SMALL,X,4,2,8,10.2,9.2,212
2014,SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,X,4,2,7.2,8.1,7.7,177
2014,TOYOTA,4RUNNER (Part-Time 4WD),SUV - STANDARD,X,6,4,11.1,14.3,12.9,297
2014,TOYOTA,4RUNNER 4WD,SUV - STANDARD,X,6,4,11.1,14.3,12.9,297
2014,TOYOTA,AVALON,MID-SIZE,X,6,3.5,7.6,11.3,9.6,221
2014,TOYOTA,CAMRY,MID-SIZE,X,4,2.5,6.6,9.5,8.2,189
2014,TOYOTA,CAMRY,MID-SIZE,X,6,3.5,7.8,11.1,9.6,221
2014,TOYOTA,CAMRY HYBRID LE,MID-SIZE,X,4,2.5,5.9,5.5,5.7,131
2014,TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,X,4,2.5,6.2,5.8,6,138
2014,TOYOTA,COROLLA,MID-SIZE,X,4,1.8,6.5,8.6,7.7,177
2014,TOYOTA,COROLLA,MID-SIZE,X,4,1.8,6.3,8.1,7.3,168
2014,TOYOTA,COROLLA,MID-SIZE,X,4,1.8,5.9,8,7.1,163
2014,TOYOTA,COROLLA,MID-SIZE,X,4,1.8,6.3,8.3,7.4,170
2014,TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,X,4,1.8,5.6,7.7,6.8,156
2014,TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,X,4,1.8,5.9,7.8,6.9,159
2014,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,X,4,1.8,7.5,9.4,8.5,196
2014,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,X,4,1.8,7.3,8.9,8.2,189
2014,TOYOTA,FJ CRUISER 4WD,SUV - SMALL,X,6,4,11.2,14.3,12.9,297
2014,TOYOTA,FJ CRUISER 4WD,SUV - SMALL,X,6,4,12.1,15.4,13.9,320
2014,TOYOTA,HIGHLANDER,SUV - SMALL,X,4,2.7,8.6,11.7,10.3,237
2014,TOYOTA,HIGHLANDER,SUV - SMALL,X,6,3.5,9.4,12.6,11.2,258
2014,TOYOTA,HIGHLANDER AWD,SUV - STANDARD,X,6,3.5,9.7,13,11.5,264
2014,TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,X,6,3.5,8.6,8,8.3,191
2014,TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,X,6,3.5,8.6,7.9,8.2,189
2014,TOYOTA,PRIUS,MID-SIZE,X,4,1.8,4.9,4.7,4.8,110
2014,TOYOTA,PRIUS c,COMPACT,X,4,1.5,4.9,4.6,4.7,108
2014,TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,X,4,1.8,5.8,5.3,5.5,126
2014,TOYOTA,RAV4,SUV - SMALL,X,4,2.5,7.6,10,8.9,205
2014,TOYOTA,RAV4 AWD,SUV - SMALL,X,4,2.5,8.1,10.4,9.4,216
2014,TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,X,4,2.5,8.2,10.6,9.5,218
2014,TOYOTA,SEQUOIA 4WD,SUV - STANDARD,X,8,5.7,13.9,19,16.7,384
2014,TOYOTA,SIENNA,MINIVAN,X,6,3.5,9.4,12.9,11.3,260
2014,TOYOTA,SIENNA AWD,MINIVAN,X,6,3.5,10.3,14.2,12.4,285
2014,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,X,4,2.7,9.3,12.2,10.9,251
2014,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,X,4,2.7,8.9,11.3,10.2,235
2014,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,X,6,4,11.3,14.5,13.1,301
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,X,4,2.7,10.5,13.1,11.9,274
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,X,4,2.7,10.6,12.8,11.8,271
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,X,6,4,11.5,14.7,13.3,306
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,X,6,4,12.3,15.3,14,322
2014,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,X,6,4,11.8,14.8,13.5,310
2014,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,X,8,4.6,12.3,15.9,14.3,329
2014,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,X,8,5.7,12.9,17.6,15.5,356
2014,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,X,8,4.6,12.8,16.9,15.1,347
2014,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,X,8,5.7,13.9,18.1,16.2,373
2014,TOYOTA,VENZA,SUV - SMALL,X,4,2.7,8.2,11.4,10,230
2014,TOYOTA,VENZA,SUV - SMALL,X,6,3.5,9.1,12.6,11,253
2014,TOYOTA,VENZA 4WD,SUV - SMALL,X,4,2.7,8.5,11.6,10.2,235
2014,TOYOTA,VENZA 4WD,SUV - SMALL,X,6,3.5,9.4,12.9,11.3,260
2014,TOYOTA,YARIS,COMPACT,X,4,1.5,6.6,7.9,7.3,168
2014,TOYOTA,YARIS,COMPACT,X,4,1.5,6.3,7.8,7.1,163
2014,VOLKSWAGEN,BEETLE,COMPACT,X,4,1.8,7.2,9.5,8.5,196
2014,VOLKSWAGEN,BEETLE,COMPACT,X,4,1.8,7.2,9.9,8.7,200
2014,VOLKSWAGEN,BEETLE,COMPACT,Z,4,2,7.7,10.3,9.1,209
2014,VOLKSWAGEN,BEETLE,COMPACT,Z,4,2,7.6,10.8,9.4,216
2014,VOLKSWAGEN,BEETLE,COMPACT,X,5,2.5,8.4,10.9,9.8,225
2014,VOLKSWAGEN,BEETLE,COMPACT,X,5,2.5,7.7,11.2,9.6,221
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,X,4,1.8,7.3,9.8,8.7,200
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,Z,4,2,8.1,10.3,9.3,214
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,Z,4,2,7.6,10.8,9.4,216
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,X,5,2.5,8.7,11.2,10.1,232
2014,VOLKSWAGEN,BEETLE TDI CLEAN DIESEL,COMPACT,X,4,2,6.1,8.2,7.3,197
2014,VOLKSWAGEN,BEETLE TDI CLEAN DIESEL,COMPACT,X,4,2,5.8,8.5,7.3,197
2014,VOLKSWAGEN,CC,COMPACT,Z,4,2,7.9,11.1,9.7,223
2014,VOLKSWAGEN,CC,COMPACT,Z,4,2,7.7,11.6,9.8,225
2014,VOLKSWAGEN,CC 4MOTION,COMPACT,Z,6,3.6,9.8,14.3,12.3,283
2014,VOLKSWAGEN,EOS,SUBCOMPACT,Z,4,2,8,10.9,9.6,221
2014,VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,X,5,2.5,7.7,11,9.5,218
2014,VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,X,5,2.5,7.3,11.2,9.4,216
2014,VOLKSWAGEN,GOLF WAGON TDI CLEAN DIESEL,STATION WAGON - SMALL,X,4,2,6,8.2,7.2,194
2014,VOLKSWAGEN,GOLF WAGON TDI CLEAN DIESEL,STATION WAGON - SMALL,X,4,2,5.6,7.9,6.9,186
2014,VOLKSWAGEN,JETTA,COMPACT,X,4,1.8,6.7,9.5,8.2,189
2014,VOLKSWAGEN,JETTA,COMPACT,X,4,1.8,6.7,9.4,8.2,189
2014,VOLKSWAGEN,JETTA,COMPACT,X,4,2,8,10.6,9.4,216
2014,VOLKSWAGEN,JETTA,COMPACT,X,4,2,7.2,10.4,9,207
2014,VOLKSWAGEN,JETTA GLI,COMPACT,Z,4,2,7.5,10.2,9,207
2014,VOLKSWAGEN,JETTA GLI,COMPACT,Z,4,2,7.4,10.6,9.2,212
2014,VOLKSWAGEN,JETTA TDI CLEAN DIESEL,COMPACT,X,4,2,5.7,7.9,6.9,186
2014,VOLKSWAGEN,JETTA TDI CLEAN DIESEL,COMPACT,X,4,2,5.6,7.9,6.9,186
2014,VOLKSWAGEN,JETTA TURBO HYBRID,COMPACT,Z,4,1.4,5.2,5.6,5.4,124
2014,VOLKSWAGEN,PASSAT,MID-SIZE,X,4,1.8,6.9,9.9,8.6,198
2014,VOLKSWAGEN,PASSAT,MID-SIZE,X,4,1.8,6.9,10,8.6,198
2014,VOLKSWAGEN,PASSAT,MID-SIZE,X,5,2.5,8,11,9.7,223
2014,VOLKSWAGEN,PASSAT,MID-SIZE,X,5,2.5,7.8,11.4,9.8,225
2014,VOLKSWAGEN,PASSAT,MID-SIZE,Z,6,3.6,8.8,12.4,10.8,248
2014,VOLKSWAGEN,PASSAT TDI CLEAN DIESEL,MID-SIZE,X,4,2,5.9,8.1,7.1,192
2014,VOLKSWAGEN,PASSAT TDI CLEAN DIESEL,MID-SIZE,X,4,2,5.4,8,6.8,184
2014,VOLKSWAGEN,ROUTAN,MINIVAN,X,6,3.6,9.5,14.2,12.1,278
2014,VOLKSWAGEN,TIGUAN,SUV - SMALL,Z,4,2,9.5,11.7,10.7,246
2014,VOLKSWAGEN,TIGUAN,SUV - SMALL,Z,4,2,9.2,13.6,11.6,267
2014,VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,Z,4,2,9.4,11.7,10.7,246
2014,VOLKSWAGEN,TOUAREG,SUV - STANDARD,Z,6,3.6,10.3,13.8,12.2,281
2014,VOLKSWAGEN,TOUAREG TDI CLEAN DIESEL,SUV - STANDARD,X,6,3,8,12.3,10.4,281
2014,VOLVO,S60,COMPACT,X,5,2.5,7.8,11.3,9.7,223
2014,VOLVO,S60 AWD,COMPACT,X,5,2.5,8.3,11.6,10.1,232
2014,VOLVO,S60 AWD,COMPACT,X,6,3,9.5,13.2,11.5,264
2014,VOLVO,S80,MID-SIZE,X,6,3.2,8.1,11.9,10.2,235
2014,VOLVO,S80 AWD,MID-SIZE,X,6,3,9.5,13.2,11.5,264
2014,VOLVO,XC60,SUV - SMALL,X,6,3.2,8.9,13,11.2,258
2014,VOLVO,XC60 AWD,SUV - SMALL,X,6,3,9.8,13.4,11.8,271
2014,VOLVO,XC60 AWD,SUV - SMALL,X,6,3.2,9.5,13.2,11.5,264
2014,VOLVO,XC70 AWD,SUV - SMALL,X,6,3,9.8,13.4,11.8,271
2014,VOLVO,XC70 AWD,SUV - SMALL,X,6,3.2,9.3,12.9,11.3,260
2014,VOLVO,XC90 AWD,SUV - STANDARD,X,6,3.2,10.2,14.9,12.8,294
